"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"BECN1",3576.60155747823,-0.822018976755457,0.213271322306016,-3.85433431868523,0.000116044935852842,0.00105040028588434
"BEND2",11589.911737312,-1.01489558051138,0.179224817244494,-5.66269558041664,1.49013381509327e-08,4.74641486784821e-07
"BEST2",175.349315340621,-1.74483725949994,0.454582872732599,-3.83832599985857,0.000123875948874025,0.00110627794579988
"BET1",6550.23355683036,-1.68396590426826,0.29650694069299,-5.67934733781453,1.35209665367898e-08,4.35623783938183e-07
"BEX4",3450.37565837564,-0.621691134171677,0.203897162375716,-3.04904260033842,0.00229571925203941,0.0117069152155242
"BICD1",472.222443814949,-1.06546609224717,0.280675569753312,-3.79607706215261,0.000147003819372521,0.00127045746876005
"BIRC3",139.605752932246,-2.96915217024295,0.819420220679888,-3.62347925436767,0.000290666527311833,0.00222809008948515
"BLCAP",184.550928286024,0.87601529959888,0.304822307650643,2.87385561230932,0.0040549429533726,0.0184114553428241
"BLOC1S1",267.791305239364,0.885939201505097,0.272362788116557,3.25279091035726,0.00114277552697892,0.00670612560150554
"BLOC1S5",1050.37487403584,-1.20973723577891,0.269930584416987,-4.48166049205492,7.40645032995694e-06,0.000101600066598055
"BLVRB",287.711184191733,1.29470390193502,0.341351572025461,3.79287517046633,0.000148913024397401,0.00128168845666095
"BMP6",7749.27450332036,-0.874194657632163,0.254252741424424,-3.43828999732542,0.000585400404651688,0.00389757086517501
"BMT2",86.833692938823,-2.06254679561845,0.724019212215979,-2.84874594598904,0.0043891913874269,0.0196741526529173
